id,tableId,name,type,startTime,rate,cron,end,endTime,createTime,lastExecTime,status,lastExecStatus,extraData
a3338651-ac97-43c3-bf8f-595ec07df998,49066ed9-71c8-49bb-ab03-032c080de43d,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227649,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
347eab81-071e-4212-bb3f-c09f59760d5b,0d055f8e-979b-47f0-a006-d5c2b1088cf0,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227584,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
0e933b0b-f57c-4de7-bb02-662c832b0c31,4e0ade72-bb27-40a4-acc7-5c1942458b38,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227547,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
a1b1a1eb-fdc9-4c29-937f-cc64b39ba104,f88ee5ab-7ed1-41b0-acd6-cf51f9982c5c,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227463,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
bd710baf-f65d-498d-936e-db1311159cba,64794e61-ac89-48f4-845f-798ef6c010fd,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227439,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
cb8128a8-b6be-4acb-b968-c5510ed8fbdb,e52abf9c-6691-40e8-ae72-7de01a56ddae,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227393,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
21b6ac68-b837-4d75-81a7-57061ddf0473,bcb36276-41d2-42dd-b440-590ea59198df,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227364,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
754e3414-4920-4de6-ac93-2a761d3f6ab7,080c0472-7685-43bb-98a2-92c8efd7f35a,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227328,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
bbb82cac-4968-42b5-9789-7ccb5b239198,099ed341-b099-4005-bb78-fc24afdb7de5,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575227292,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
0d61c03a-772b-4bd1-8200-7f939921e899,1005c2b4-2b23-48fe-a422-1c141002cf07,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575226975,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
5308ec1e-9267-4bec-a6ea-1f60297a6382,ba59e0fc-3730-4263-94a8-5d986f9c9ce3,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575226930,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
d9ebc09a-69e6-4b95-9785-e9c611b5fea2,32ff02fb-0a33-43db-946b-94841a39e59a,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575226859,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
a9e2102f-2811-4cf8-b8a5-8d62074b1ef3,c1638cfb-082d-4b80-ac31-d9058cc49fab,rask_1,all_scope,1642572453006,SIMPLE_CRON,0 0 0 1/31 * ? *,1642582453006,0,1642575226752,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
