id,tableId,name,type,startTime,rate,cron,end,endTime,createTime,lastExecTime,status,lastExecStatus,extraData
75635dc7-c32b-4a02-a038-419d05c95701,48b14a50-c725-4672-9a62-290273ddb81e,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369267,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
f8038cb8-9d85-41f1-a759-2b8860e92a61,17920b54-2217-4cd5-8379-1e49d8cb3997,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369250,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
5d0b2472-f378-45b3-8bce-a2e953040b65,6acfe109-3cad-4531-88dc-1badd48472fd,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369215,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
a10ce3a5-8f34-425c-b275-71e3618f3552,f86e7a88-aedc-4afd-8862-b87860938459,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369195,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
02970fe3-d6b7-42a8-848a-b555909846dd,21d2e135-109d-4c84-a0d0-4e72fb36c22d,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369173,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
78d0b123-fa17-49f9-a47e-9331c3c8b278,550e113e-6441-41ed-9454-95ad1b9a5f40,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369155,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
a7b25743-0114-457d-a058-644fbcea929d,24993ddf-7f84-4d79-af35-f910b2f150c0,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369127,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
32baa7b9-1f96-4057-985d-9b19161889d9,444433fa-0d91-4aa6-99ca-b7a5681ae0c2,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369108,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
28e24e7e-a940-46f0-9b3e-74ca458476d0,3b1228d8-d4cf-4ddf-ab0b-055bcfba4fa7,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369082,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
e8fd1fcf-1f48-4978-92e9-c6d3ff13e212,9ec828d6-61a7-4d6c-aaa7-a94673f686e9,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369056,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
ef791db8-ca27-4ea9-971c-ec8f8f1f8522,fa9d8efb-152f-40a4-822d-fe813b053318,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369027,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
7ea9c42b-f324-4812-9a1e-4f0c977edbeb,815f1a32-1e0b-4eb4-9ebb-a508a49b597f,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555369005,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
158ed459-cc02-4a0f-8c48-6f5676990097,8ec55678-f200-4b62-b275-344e541a1a8a,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555368986,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
61046096-d7a9-4f6b-bab4-ba75c25cc33e,4840b9ab-0faf-42ac-a87d-fd6c3f071d64,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555368967,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
f890de04-3c9d-46b3-8a55-d5c4d662de24,622cdcb7-5760-4da3-8635-97223fc4790d,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555368947,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
9b26f8e2-a5dc-40a7-bf0a-63419ef8cffa,81153a75-79f2-4678-959f-f7692dcec4d3,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555368928,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
33086f86-454e-45b3-b33d-551a132cb223,cda7e15a-ffea-4368-99d8-206ef0880a60,rask_5000,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1644555368907,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
