id,tableId,name,type,startTime,rate,cron,end,endTime,createTime,lastExecTime,status,lastExecStatus,extraData
a49c3071-800a-4b69-89a6-65616bcb17ae,71ec73b1-a479-4074-88ff-c65046ad6982,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874365,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
33276a66-391f-4daf-a6e7-cc3d9420f8d2,fc943270-bccf-407b-a276-4f7306203393,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874322,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
618a6def-b63e-4ac5-adca-43c56d79c5a1,4a0d76f9-8730-4c93-a9ba-e19d608c4cc2,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874304,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
857fc0d0-f5e4-4dde-94ae-156607549e8a,837c7890-4d29-474e-b940-fa811db4031c,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874286,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
ec405ab1-7a06-4562-928c-b9f25d937ca3,4e547012-3fef-4a8a-91bb-0791b2239fe6,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874267,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
e3b33daf-9489-4662-9978-abdf51c671c8,3713d0ef-f8ed-49b7-a18a-5e237d359b0e,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874248,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
9b199773-d5b2-41bb-ae29-52ea1f41c80e,ce76d424-06cb-409c-8327-d4765339b8c9,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874213,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
1cb38954-acbf-447f-9075-07b995ad3079,edc69bd2-d696-4201-b9fa-688fc053445f,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874191,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
958a9034-775e-43ce-85d2-9332ead9b512,91dfc03a-149b-41b3-b16c-8e2a9d3c64a5,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874140,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
db7143ff-26f8-43c6-8eed-1c5b4cf579c1,d880ed34-30d8-4864-8046-e5c0f53d9158,rask_100,all_scope,1642572453006,SIMPLE_CRON,0 0 0 19/31 * ? *,1652582453006,0,1642663874114,,Underway,,"{""simple_cron_type"":""day"",""simple_cron_value"":31}"
